model,clip_id,segment_id,speaker_id,condition,noise_type,snr_db,ratio_english_words,ratio_hindi_words,reference,hypothesis,wer,cer,latency_sec
xlsr_wav2vec2,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,traffic,traffic,10,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,म सेत करता है अछी बंट भे टनाम मिलने पर आपी से रमडों करड़िके देख सकते हैइस्प,1.0833333333333333,0.7,0.11764097213745117
xlsr_wav2vec2,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,traffic,traffic,5,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,न सुत करता है अछी बहंट भे टनाम मिलने पर आपीसे रड़ों कड़िके डूक सकते हैइसा,1.1666666666666667,0.75,0.1163640022277832
xlsr_wav2vec2,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,babble,babble,15,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,ंशेत करता है अछी बहंट वे नामिनने पर आपि से रांलों खरिके देख सकते हैइसप,1.0,0.6666666666666666,0.11827588081359863
xlsr_wav2vec2,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,babble,babble,10,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,र से करता है से गच्ची बंड भे टनाम मिलनेर और आपीसे रवलोंथ करिके देक सक अलायाइ सदस खापरमाएसमैफाद हइस,1.6666666666666667,1.1666666666666667,0.11830449104309082
xlsr_wav2vec2,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,babble,babble,5,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,नगजल का होता है मज़ अचकी बहंट बेट नाम ममिलने पर आपी शे रंगलोट करिके देखला छोती है औपनद लोड और अब लेगो,1.8333333333333333,1.1666666666666667,0.11790037155151367
xlsr_wav2vec2,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,indoor,indoor,15,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,ंशेत करता है अछी बहंट भेट नाम मिलने पर आपि से रंगों करड़िके देख सकते हैइस,1.0,0.65,0.1174161434173584
xlsr_wav2vec2,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,indoor,indoor,10,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,मसेत करता है अछी बहंट बे टनाम मिलने पर आपि से रड़ों करड़िके देख सकते हैइस,1.0,0.6666666666666666,0.11992883682250977
xlsr_wav2vec2,clip_0001,478254_aVTioioyNUVPGF4t_0153,478254,indoor,indoor,5,0.1666666666666666,0.8333333333333334,अच्छी bandwidth न मिलने पर आप इसे download करके देख सकते हैं,मशेत करता है आझी बहंट बेटनाम मिलने पर आपिसे रड़ों खड़के देख सकते हैइस्,0.9166666666666666,0.6666666666666666,0.12399482727050781
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,clean,none,clean,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,िया ने डालेत हैचोकी समबहोता इंगलश इनडियाँ के पास कोर सगब्द कोछ नहो दिस्की अपेकशा स्पल चकको है हम बाछा को इनंगलेछ हिवे,0.9166666666666666,0.680672268907563,0.15387511253356934
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,traffic,traffic,15,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,्या ने डालेत हैचों के सम् होता इंगलिछ इडियाँ के पास कोर सब्द कोछन हो इसकि अपे कसा स्पल चकको है हम बाछा को इनंलेछ कियव,0.9583333333333334,0.7058823529411765,0.14711666107177734
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,traffic,traffic,10,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,्या ने ठालेथ हाैछोकी सम होता इन्बेस उनग्या के पास कोर सबद कोछ न हो इसकि अपे खइसा स्तल चक्को है हम बासा को इनलेछ लियो,0.9166666666666666,0.7058823529411765,0.15069866180419922
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,traffic,traffic,5,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,्या ने ठारेत हैज़ो की समब होता इंगलछ इंडियाँ के पास कोर ग्द कोछ न हो दिस्की अपेकशा स्दल चक् को है हम बाछा को इनगले िव,0.9166666666666666,0.6890756302521008,0.14896464347839355
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,babble,babble,15,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,िया ने डाले थाहले बारचोंकी समब होता मइंगछ इनडियाँ के पास कोर सबली कोछ न हूँदिस्की अपेखशा इसदल चक को है आन हम भाछा को इनगले हिे,1.0,0.773109243697479,0.15231561660766602
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,babble,babble,10,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,्या ने ठालेत हलते माज़ सोप चो की समब होता मइंगलछ इनड्याँ के पास ो छबा गोछ अना हो दिस्किल अब बेएखसा स्पल चकअको है रई म खम बाछा को इंले किवे,1.2083333333333333,0.8823529411764706,0.1491227149963379
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,babble,babble,5,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,्या नेिनडालम नेखोंनी फूचु्की सम्बहोता ना इंगश इनडियाँ के पाड़ रुशों गोस ज़ुना हों खड़ बाँम इछलुई अलगे रसा एक बलचा रससांसहम बाछा को इनंगले रकियों,1.0833333333333333,0.9663865546218487,0.1522083282470703
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,indoor,indoor,15,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,िया ने डालेत हैचों की समबहोटा इंगलश इनडियाँ के पास को सब्दको शना हो इसकि अपेक शा स्तल चकको है हम बाछा को इनलेछ लिए,0.9166666666666666,0.6890756302521008,0.14951419830322266
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,indoor,indoor,10,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,्या ने डालेत है्ो की समबहोटा इंगलश इनडि्याँ के पास को सब्द को सना हो इसकि अपेकशा स्तल चक्को है हम बाछा को इनले ि,0.9583333333333334,0.7142857142857143,0.14964056015014648
xlsr_wav2vec2,clip_0002,453832_n3lwFhZkSdbJkOa0_0043,453832,indoor,indoor,5,0.25,0.75,चूँकि सम्भवतः english india के पास वो शब्दकोष न हो जिसकी अपेक्षा spell check को है हम भाषा को english usa में बदल देंगे,्या ने डारेत हैचो के सम् होता इंगश इनडिया के पास को सद्द को सना हो दइसकि अपेकशा सतल चक को है हम बाछा को इनलेकिह,0.9583333333333334,0.6890756302521008,0.14832305908203125
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,clean,none,clean,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,िहरिे याहुआ का ऊंट अस्थी यबटू एट याहू डोट इन को कन फिगर कनेमैने याह,1.2727272727272727,0.7681159420289855,0.16486191749572754
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,traffic,traffic,15,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,केहरिहे जाहुआ का उंट अस्थी इरे टू एट याहू डोड़ इन को कर फिगर करेमैंने याह,1.3636363636363635,0.7681159420289855,0.16181278228759766
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,traffic,traffic,10,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,के हरिहे जाहुअका उठ अस्थी युर टू एट याहू डोट इन को करती कर करामैंने याह,1.3636363636363635,0.8260869565217391,0.16644525527954102
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,traffic,traffic,5,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,के ज़री है याहआ का उठ अँस्टी यर टू एट याहू डोट इन को करथि कर कनेमैने या ह,1.6363636363636365,0.855072463768116,0.16139841079711914
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,babble,babble,15,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,ि हरिे प्याऊट याहुआ का उट तैस्ती यरटू एट याहु दोट इन को करती कर करे आवए शवंक पम खालईं अप दसंट रो आ हँसतन सापआई डोन मैने इयाह,2.5454545454545454,1.4927536231884058,0.16544795036315918
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,babble,babble,10,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,े रलिये अपियाँ जाहुर औज होँअस्टी इररटू उन ैड़ जाहु डोच इन को करेके गर करहैथतोस्ते टिपाटमैंट ैनड अद एजन सीसअनड खाकस अन बोगस खोड़ ने लने लयाह,2.4545454545454546,1.681159420289855,0.16772842407226562
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,babble,babble,5,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,बिज़ल यह पी नहीर जाहुआ काहऊट इस्त रिजुदम बू एट जाहो डोछो औन को कड़ने गरगाक छोड़ दसट्यापसहँ सोट ठवावआएं इन हमस हैयआध हँसरो आप मैंनेक जाह,2.3636363636363638,1.6376811594202898,0.16483092308044434
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,indoor,indoor,15,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,े ररिहे जाहुअ का ऊंट अस्थी युलटू एट जाहू डोट इन को कन फिगर करेपेीपीपीपीपीपीीपीपीपीपीीीखीीमैंने जाह,1.3636363636363635,1.144927536231884,0.1675269603729248
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,indoor,indoor,10,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,े रही ह जाहुआ का उट अस्टी यरे टू एट जाहू डोर इन को करथिकर परेमैंने जाह,1.4545454545454546,0.8115942028985508,0.1662893295288086
xlsr_wav2vec2,clip_0003,521245_Psh5UDSFbhWLZ3gk_0055,521245,indoor,indoor,5,0.3636363636363636,0.6363636363636364,थंडरबर्ड के ज़रिये याहू अकाउंट stusertwo@yahoo dot in को कन्फिगर करें,े जरीहे जाहु अकाऊन अस्थी इध टू एट जाहू दोर इन को करती ज करेेपेपेपे े पे पी पी पे पे पे पे ेमैंने याह,2.1818181818181817,1.2028985507246377,0.16645097732543945
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,clean,none,clean,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,िकेर ससाड़ पर कले करे हम देक सकता है कि एक नई डुबली के चलाईड़ हमारी पहली बनाईके सलाएड़ के बात जोड़ी गी है,0.8947368421052632,0.5952380952380952,0.13132905960083008
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,traffic,traffic,15,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,िगेर ससाहएड़ परकल करेहम देक सकता है कि एक नहई डुबली के टछलाईड़ हमारी पेहली बनाईके सलाड़ के बात जोड़ी गी हैँ,1.0,0.6309523809523809,0.1332094669342041
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,traffic,traffic,10,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,िगेर साहड़ थरक लक करे हम देक सकत है की एक नई डुबली के चलाईड़ तअमारी पेहली बनाईके सलाड़ के बात जोड़ी गी हैँ,1.0526315789473684,0.6547619047619048,0.13506245613098145
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,traffic,traffic,5,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,गेर साई थक लेतार हसम्देक सकच हो की एकनहे डुबली के छलाईड़ मरी पहली बनाई करस्लाई के बात जोड़ी गीं हैँ,1.0,0.6904761904761905,0.13646769523620605
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,babble,babble,15,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,िकेर ससाएड़ परक मोक रिनहा रेडा हम देक सकच नहै की एक नएई डुबली के छलाईड़ औ आ मारी पहली बनाईके सलहड़ के बात जोड़ी गी हाए,1.263157894736842,0.8214285714285714,0.13774323463439941
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,babble,babble,10,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,िगेर सड़ परकले करअब द सो भिे हम देक सरद्बे हनोगी एकनेई डुबली केट लाईड़ हमारी पेहली बनाईके रिसलाएड़टके बाज़ जोड़ी गयीं हैँ रु बे दिन औवा,1.368421052631579,1.0357142857142858,0.13511013984680176
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,babble,babble,5,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,िगेल पुड़ाड़ी मरसे इसे गरास उम्दर आ हमदेक सकतन हें की एक नहेई दुपड़ी केड़ी ली लाएन उसरियाग हमारी पेहली बनाईके सलाएड़ों एल बाज़ रोड़ी गयीं हैँपिन जात लहों त,1.4736842105263157,1.1904761904761905,0.13534760475158691
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,indoor,indoor,15,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,िगेर साड़ पर कलक करेहम देक सकतन है की एक नई डुबली के लाईड़ हमारी पेहली बनाईके सलाएड़ के बात जोड़ी गी है,1.0,0.5952380952380952,0.13710689544677734
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,indoor,indoor,10,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,िगेर साड़ पर कले  करे हम देक सकत है की एक नई डुबली के चलाईड़ अमवारी पेहली बनाईके सलाड़ के बात जोड़ी गी हैँ,1.0526315789473684,0.6547619047619048,0.13480257987976074
xlsr_wav2vec2,clip_0004,103085_w5Jyq3XMbb3WwiKQ_0028,103085,indoor,indoor,5,0.1578947368421052,0.8421052631578947,हम देख सकते हैं कि एक नई duplicate slide हमारी पहली बनाई गई slide के बाद जोड़ी गई है,िगेर सलाड़ पक लेकरे हम देक सकतन है की एक नई डुबली के टचलाईड़ तमारी पहली बनाईके सलाईड़ के बात जोड़ी गीं हैँ,1.0,0.6309523809523809,0.13632845878601074
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,clean,none,clean,0.5,0.5,play पर click करें,लिकरहहम ने अब,1.0,0.8888888888888888,0.0685584545135498
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,traffic,traffic,15,0.5,0.5,play पर click करें,लिकरेपहम ने अब,1.0,0.8888888888888888,0.07120609283447266
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,traffic,traffic,10,0.5,0.5,play पर click करें,बलिकरे हम ने अद,1.0,0.8888888888888888,0.06609153747558594
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,traffic,traffic,5,0.5,0.5,play पर click करें,बलिकरेहमने अब,1.0,0.8888888888888888,0.07153749465942383
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,babble,babble,15,0.5,0.5,play पर click करें,लिक्कर है मा कहन फात बहम ने अब,2.0,1.4444444444444444,0.06871652603149414
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,babble,babble,10,0.5,0.5,play पर click करें,लिकर लोकिन माल के पासनफ ज़समने अद,1.75,1.5555555555555556,0.0719442367553711
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,babble,babble,5,0.5,0.5,play पर click करें,बलिट करे मैं आट भं वि अवाग दिरहें ीसेखसपर रमदे अद,2.75,2.3333333333333335,0.07104730606079102
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,indoor,indoor,15,0.5,0.5,play पर click करें,लिकरहहमने अब,1.0,0.8888888888888888,0.06891417503356934
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,indoor,indoor,10,0.5,0.5,play पर click करें,लिकरेहम ने अब,1.0,0.8888888888888888,0.07061290740966797
xlsr_wav2vec2,clip_0005,847066_Bmcrju1ByfdrXE9P_0058,847066,indoor,indoor,5,0.5,0.5,play पर click करें,लिकरे ेहम ने अब,1.0,0.9444444444444444,0.06756019592285156
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,clean,none,clean,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,से ैडिट औपरफरंस स्परकली करेबलगिन टहम्मी न,0.8888888888888888,0.9130434782608695,0.10516095161437988
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,traffic,traffic,15,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,ुसी एडट औपरशड़ं सुस पकदलिक करेलगिन टहम्बी म,1.0,0.9130434782608695,0.10424208641052246
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,traffic,traffic,10,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,ुसे ैडिट औपरशनसु परतल करेपलगिन तहम्बी,1.0,0.8695652173913043,0.10582947731018066
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,traffic,traffic,5,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,ुसी एडिट औपरफरंत सुशस ्परतल करीलगिन टेहहनी ु,1.0,0.9347826086956522,0.11183929443359375
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,babble,babble,15,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,से हअरवोन एडेकेन औपरसुनंच उसी पर चली करे फपासनंच छुद मेलगिन टहहमी स्तन,1.4444444444444444,1.3043478260869565,0.10199379920959473
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,babble,babble,10,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,ुसी उस बाट न अडे है औ चटन ससपर हमा करे अंटवोस ह बलगिल नहम मे न,1.8888888888888888,1.1304347826086956,0.10615825653076172
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,babble,babble,5,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,से गुछवा डिट औपने पड़ गाबलों साछली करी वंदी अंड अबती इलगिन आएम जी रहट,1.6666666666666667,1.2826086956521738,0.10746574401855469
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,indoor,indoor,15,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,ुसे पैडट औपर शुन सुस परतली करीलगिन टहमी,1.0,0.8478260869565217,0.10695862770080566
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,indoor,indoor,10,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,ुसे एडट औपरशुनंस स्परतलिक करी लगिन टहम्बी,1.0,0.9130434782608695,0.10489821434020996
xlsr_wav2vec2,clip_0006,318923_NhV290ew2hDJfVqc_0014,318923,indoor,indoor,5,0.5555555555555556,0.4444444444444444,main menu से edit और preferences पर click करें,ुसे ेडिट औपर शुन सुस परती करीलगिन कहममी,1.0,0.8260869565217391,0.10754132270812988
xlsr_wav2vec2,clip_0007,957491_4xyIm2P6Xzlin341_0111,957491,clean,none,clean,0.125,0.875,टेक्स्ट कलर डायलॉग बॉक्स प्रदर्शित होता है red पर क्लिक करें और ok पर क्लिक करें,करे टखस्त कलहर डालो बोखस पदर से थोता हैशरड़ पर कले करे और ो के पर कले करे,0.9375,0.45,0.15404462814331055
xlsr_wav2vec2,clip_0007,957491_4xyIm2P6Xzlin341_0111,957491,traffic,traffic,15,0.125,0.875,टेक्स्ट कलर डायलॉग बॉक्स प्रदर्शित होता है red पर क्लिक करें और ok पर क्लिक करें,करे टखस्त कलहर डालो बोखस पदर से थोता हैपरहड़ परकले करे और ोके परकले करे,0.9375,0.4625,0.15865182876586914
xlsr_wav2vec2,clip_0007,957491_4xyIm2P6Xzlin341_0111,957491,traffic,traffic,10,0.125,0.875,टेक्स्ट कलर डायलॉग बॉक्स प्रदर्शित होता है red पर क्लिक करें और ok पर क्लिक करें,करे टखस्त कलहर डालो बोखस पल छे थोता हैफरहड़ पर कले करे और ो के पर कले काहें,0.9375,0.4875,0.1570587158203125
xlsr_wav2vec2,clip_0007,957491_4xyIm2P6Xzlin341_0111,957491,traffic,traffic,5,0.125,0.875,टेक्स्ट कलर डायलॉग बॉक्स प्रदर्शित होता है red पर क्लिक करें और ok पर क्लिक करें,आएेटकसत कलहर प्यालो बोखस पर सु होता हैपरहड़ करकले करे और ोके परत लेक करे,0.9375,0.5,0.1555185317993164
xlsr_wav2vec2,clip_0007,957491_4xyIm2P6Xzlin341_0111,957491,babble,babble,15,0.125,0.875,टेक्स्ट कलर डायलॉग बॉक्स प्रदर्शित होता है red पर क्लिक करें और ok पर क्लिक करें,करे या डकसाई कलहर डालो बोखस पदसे थोता हैहआरट पर कक रे हआक थहन और औ के पछले करे गुड़ पाएई,1.1875,0.7,0.14701461791992188
xlsr_wav2vec2,clip_0007,957491_4xyIm2P6Xzlin341_0111,957491,babble,babble,10,0.125,0.875,टेक्स्ट कलर डायलॉग बॉक्स प्रदर्शित होता है red पर क्लिक करें और ok पर क्लिक करें,गरहे ई कू ह अकसे ने गलबर ससनालो बोखस पदरसे थोता है आन आ वना छज़ियमरड़ परकलिकरे ैकऔर औ के परकलेशे गरे,1.3125,0.8375,0.15857148170471191
